Time,Indicator,Employment Status,Indicator Status,Location,Amount,Unemployment Rate,Formatted for charts
2017,Median Household Income,,,"Kent County, Maryland",56638,,"56,638.00"
2016,Median Household Income,,,"Kent County, Maryland",55028,,"55,028.00"
2015,Median Household Income,,,"Kent County, Maryland",58147,,"58,147.00"
2017,Total Population,,,"Kent County, Maryland",19666,,"19,666.00"
2016,Total Population,,,"Kent County, Maryland",19819,,"19,819.00"
2015,Total Population,,,"Kent County, Maryland",19923,,"19,923.00"
2017,Unemployment By Gender,,Male,"Kent County, Maryland",5.6,0.056,5.6
2017,Unemployment By Gender,,Female,"Kent County, Maryland",4.3,0.043,4.3
2016,Unemployment By Gender,,Male,"Kent County, Maryland",6.6,0.066,6.6
2016,Unemployment By Gender,,Female,"Kent County, Maryland",4.8,0.048,4.8
2015,Unemployment By Gender,,Male,"Kent County, Maryland",8.6,0.086,8.6
2015,Unemployment By Gender,,Female,"Kent County, Maryland",6.4,0.064,6.4
2017,Unemployment By Race,,White,"Kent County, Maryland",4.1,0.041,4.1
2017,Unemployment By Race,,Black,"Kent County, Maryland",9.3,0.093,9.3
2017,Unemployment By Race,,Asian,"Kent County, Maryland",0,0,0
2017,Unemployment By Race,,Hispanic,"Kent County, Maryland",5.3,0.053,5.3
2016,Unemployment By Race,,White,"Kent County, Maryland",,0,0
2016,Unemployment By Race,,Black,"Kent County, Maryland",,0,0
2016,Unemployment By Race,,Asian,"Kent County, Maryland",,0,0
2016,Unemployment By Race,,Hispanic,"Kent County, Maryland",,0,0
2015,Unemployment By Race,,White,"Kent County, Maryland",6.4,0.064,6.4
2015,Unemployment By Race,,Black,"Kent County, Maryland",13.1,0.131,13.1
2015,Unemployment By Race,,Asian,"Kent County, Maryland",2,0.02,2
2015,Unemployment By Race,,Hispanic,"Kent County, Maryland",2.7,0.027,2.7
2017,Unemployment By Veteran Status,,Veteran,"Kent County, Maryland",7.6,0.076,7.6
2017,Unemployment By Veteran Status,,Non Veteran,"Kent County, Maryland",4.9,0.049,4.9
2016,Unemployment By Veteran Status,,Veteran,"Kent County, Maryland",4.4,0.044,4.4
2016,Unemployment By Veteran Status,,Non Veteran,"Kent County, Maryland",5.8,0.058,5.8
2015,Unemployment By Veteran Status,,Veteran,"Kent County, Maryland",12.6,0.126,12.6
2015,Unemployment By Veteran Status,,Non Veteran,"Kent County, Maryland",7.6,0.076,7.6
,Change,,Total Population,"Montgomery County, Maryland",12827,,"12,827.00"
,Change,,Median Household Income,"Montgomery County, Maryland",2826,,"2,826.00"
2017,Employment Status By Disability Status,Employed,Disabled,"Montgomery County, Maryland",17985,,"17,985.00"
2017,Employment Status By Disability Status,Employed,Non Disabled,"Montgomery County, Maryland",493458,,"493,458.00"
2017,Employment Status By Disability Status,Unemployed,Disabled,"Montgomery County, Maryland",2818,,"2,818.00"
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Montgomery County, Maryland",26366,,"26,366.00"
2017,Employment Status By Disability Status,Labor Force,Disabled,"Montgomery County, Maryland",20803,,"20,803.00"
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Montgomery County, Maryland",519824,,"519,824.00"
2016,Employment Status By Disability Status,Employed,Disabled,"Montgomery County, Maryland",17383,,"17,383.00"
2016,Employment Status By Disability Status,Employed,Non Disabled,"Montgomery County, Maryland",488382,,"488,382.00"
2016,Employment Status By Disability Status,Unemployed,Disabled,"Montgomery County, Maryland",2800,,"2,800.00"
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Montgomery County, Maryland",27953,,"27,953.00"
2016,Employment Status By Disability Status,Labor Force,Disabled,"Montgomery County, Maryland",20183,,"20,183.00"
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Montgomery County, Maryland",516335,,"516,335.00"
2015,Employment Status By Disability Status,Employed,Disabled,"Montgomery County, Maryland",16383,,"16,383.00"
2015,Employment Status By Disability Status,Employed,Non Disabled,"Montgomery County, Maryland",486729,,"486,729.00"
2015,Employment Status By Disability Status,Unemployed,Disabled,"Montgomery County, Maryland",2784,,"2,784.00"
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Montgomery County, Maryland",28836,,"28,836.00"
2015,Employment Status By Disability Status,Labor Force,Disabled,"Montgomery County, Maryland",19167,,"19,167.00"
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Montgomery County, Maryland",515565,,"515,565.00"
2017,Employment Status By Education,Employed,Less than Highschool,"Montgomery County, Maryland",34943,,"34,943.00"
2017,Employment Status By Education,Employed,Highschool,"Montgomery County, Maryland",56477,,"56,477.00"
2017,Employment Status By Education,Employed,Some College,"Montgomery County, Maryland",85757,,"85,757.00"
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Montgomery County, Maryland",285794,,"285,794.00"
2017,Employment Status By Education,Unemployed,Less than Highschool,"Montgomery County, Maryland",2713,,"2,713.00"
2017,Employment Status By Education,Unemployed,Highschool,"Montgomery County, Maryland",4732,,"4,732.00"
2017,Employment Status By Education,Unemployed,Some College,"Montgomery County, Maryland",5050,,"5,050.00"
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Montgomery County, Maryland",9165,,"9,165.00"
2017,Employment Status By Education,NIL,Less than Highschool,"Montgomery County, Maryland",10219,,"10,219.00"
2017,Employment Status By Education,NIL,Highschool,"Montgomery County, Maryland",14198,,"14,198.00"
2017,Employment Status By Education,NIL,Some College,"Montgomery County, Maryland",16341,,"16,341.00"
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Montgomery County, Maryland",38991,,"38,991.00"
2016,Employment Status By Education,Employed,Less than Highschool,"Montgomery County, Maryland",34038,,"34,038.00"
2016,Employment Status By Education,Employed,Highschool,"Montgomery County, Maryland",57228,,"57,228.00"
2016,Employment Status By Education,Employed,Some College,"Montgomery County, Maryland",84958,,"84,958.00"
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Montgomery County, Maryland",282522,,"282,522.00"
2016,Employment Status By Education,Unemployed,Less than Highschool,"Montgomery County, Maryland",3098,,"3,098.00"
2016,Employment Status By Education,Unemployed,Highschool,"Montgomery County, Maryland",4888,,"4,888.00"
2016,Employment Status By Education,Unemployed,Some College,"Montgomery County, Maryland",5442,,"5,442.00"
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Montgomery County, Maryland",9246,,"9,246.00"
2016,Employment Status By Education,NIL,Less than Highschool,"Montgomery County, Maryland",9729,,"9,729.00"
2016,Employment Status By Education,NIL,Highschool,"Montgomery County, Maryland",14119,,"14,119.00"
2016,Employment Status By Education,NIL,Some College,"Montgomery County, Maryland",16848,,"16,848.00"
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Montgomery County, Maryland",38749,,"38,749.00"
2015,Employment Status By Education,Employed,Less than Highschool,"Montgomery County, Maryland",33597,,"33,597.00"
2015,Employment Status By Education,Employed,Highschool,"Montgomery County, Maryland",55780,,"55,780.00"
2015,Employment Status By Education,Employed,Some College,"Montgomery County, Maryland",85912,,"85,912.00"
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Montgomery County, Maryland",282148,,"282,148.00"
2015,Employment Status By Education,Unemployed,Less than Highschool,"Montgomery County, Maryland",3318,,"3,318.00"
2015,Employment Status By Education,Unemployed,Highschool,"Montgomery County, Maryland",5292,,"5,292.00"
2015,Employment Status By Education,Unemployed,Some College,"Montgomery County, Maryland",5630,,"5,630.00"
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Montgomery County, Maryland",9528,,"9,528.00"
2015,Employment Status By Education,NIL,Less than Highschool,"Montgomery County, Maryland",9581,,"9,581.00"
2015,Employment Status By Education,NIL,Highschool,"Montgomery County, Maryland",13660,,"13,660.00"
2015,Employment Status By Education,NIL,Some College,"Montgomery County, Maryland",17502,,"17,502.00"
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Montgomery County, Maryland",38810,,"38,810.00"
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Montgomery County, Maryland",560923,,"560,923.00"
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Montgomery County, Maryland",24826,,"24,826.00"
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Montgomery County, Maryland",535318,,"535,318.00"
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Montgomery County, Maryland",18601,,"18,601.00"
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Montgomery County, Maryland",25605,,"25,605.00"
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Montgomery County, Maryland",6225,,"6,225.00"
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Montgomery County, Maryland",554136,,"554,136.00"
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Montgomery County, Maryland",24524,,"24,524.00"
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Montgomery County, Maryland",526864,,"526,864.00"
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Montgomery County, Maryland",18188,,"18,188.00"
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Montgomery County, Maryland",27272,,"27,272.00"
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Montgomery County, Maryland",6336,,"6,336.00"
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Montgomery County, Maryland",284486,,"284,486.00"
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Montgomery County, Maryland",24438,,"24,438.00"
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Montgomery County, Maryland",270014,,"270,014.00"
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Montgomery County, Maryland",17620,,"17,620.00"
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Montgomery County, Maryland",14472,,"14,472.00"
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Montgomery County, Maryland",6818,,"6,818.00"
2017,Median Household Income,,,"Montgomery County, Maryland",103178,,"103,178.00"
2016,Median Household Income,,,"Montgomery County, Maryland",100352,,"100,352.00"
2015,Median Household Income,,,"Montgomery County, Maryland",99435,,"99,435.00"
2017,Total Population,,,"Montgomery County, Maryland",1039198,,"1,039,198.00"
2016,Total Population,,,"Montgomery County, Maryland",1026371,,"1,026,371.00"
2015,Total Population,,,"Montgomery County, Maryland",1017859,,"1,017,859.00"
2017,Unemployment By Gender,,Male,"Montgomery County, Maryland",4.8,0.048,4.8
2017,Unemployment By Gender,,Female,"Montgomery County, Maryland",5.3,0.053,5.3
2016,Unemployment By Gender,,Male,"Montgomery County, Maryland",5,0.05,5
2016,Unemployment By Gender,,Female,"Montgomery County, Maryland",5.7,0.057,5.7
2015,Unemployment By Gender,,Male,"Montgomery County, Maryland",5.2,0.052,5.2
2015,Unemployment By Gender,,Female,"Montgomery County, Maryland",5.9,0.059,5.9
2017,Unemployment By Race,,White,"Montgomery County, Maryland",4,0.04,4
2017,Unemployment By Race,,Black,"Montgomery County, Maryland",9,0.09,9
2017,Unemployment By Race,,Asian,"Montgomery County, Maryland",4,0.04,4
2017,Unemployment By Race,,Hispanic,"Montgomery County, Maryland",6.9,0.069,6.9
2016,Unemployment By Race,,White,"Montgomery County, Maryland",,0,0
2016,Unemployment By Race,,Black,"Montgomery County, Maryland",,0,0
2016,Unemployment By Race,,Asian,"Montgomery County, Maryland",,0,0
2016,Unemployment By Race,,Hispanic,"Montgomery County, Maryland",,0,0
2015,Unemployment By Race,,White,"Montgomery County, Maryland",4.5,0.045,4.5
2015,Unemployment By Race,,Black,"Montgomery County, Maryland",10.3,0.103,10.3
2015,Unemployment By Race,,Asian,"Montgomery County, Maryland",4.6,0.046,4.6
2015,Unemployment By Race,,Hispanic,"Montgomery County, Maryland",7.8,0.078,7.8
2017,Unemployment By Veteran Status,,Veteran,"Montgomery County, Maryland",3.7,0.037,3.7
2017,Unemployment By Veteran Status,,Non Veteran,"Montgomery County, Maryland",5.4,0.054,5.4
2016,Unemployment By Veteran Status,,Veteran,"Montgomery County, Maryland",3.6,0.036,3.6
2016,Unemployment By Veteran Status,,Non Veteran,"Montgomery County, Maryland",5.7,0.057,5.7
2015,Unemployment By Veteran Status,,Veteran,"Montgomery County, Maryland",4.1,0.041,4.1
2015,Unemployment By Veteran Status,,Non Veteran,"Montgomery County, Maryland",5.9,0.059,5.9
,Change,,Total Population,"Prince George's County, Maryland",7468,,"7,468.00"
,Change,,Median Household Income,"Prince George's County, Maryland",2682,,"2,682.00"
2017,Employment Status By Disability Status,Employed,Disabled,"Prince George's County, Maryland",20062,,"20,062.00"
2017,Employment Status By Disability Status,Employed,Non Disabled,"Prince George's County, Maryland",429685,,"429,685.00"
2017,Employment Status By Disability Status,Unemployed,Disabled,"Prince George's County, Maryland",3137,,"3,137.00"
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Prince George's County, Maryland",31802,,"31,802.00"
2017,Employment Status By Disability Status,Labor Force,Disabled,"Prince George's County, Maryland",23199,,"23,199.00"
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Prince George's County, Maryland",461487,,"461,487.00"
2016,Employment Status By Disability Status,Employed,Disabled,"Prince George's County, Maryland",18983,,"18,983.00"
2016,Employment Status By Disability Status,Employed,Non Disabled,"Prince George's County, Maryland",425020,,"425,020.00"
2016,Employment Status By Disability Status,Unemployed,Disabled,"Prince George's County, Maryland",2933,,"2,933.00"
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Prince George's County, Maryland",35268,,"35,268.00"
2016,Employment Status By Disability Status,Labor Force,Disabled,"Prince George's County, Maryland",21916,,"21,916.00"
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Prince George's County, Maryland",460288,,"460,288.00"
2015,Employment Status By Disability Status,Employed,Disabled,"Prince George's County, Maryland",17947,,"17,947.00"
2015,Employment Status By Disability Status,Employed,Non Disabled,"Prince George's County, Maryland",423617,,"423,617.00"
2015,Employment Status By Disability Status,Unemployed,Disabled,"Prince George's County, Maryland",2984,,"2,984.00"
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Prince George's County, Maryland",38695,,"38,695.00"
